Date1,Date2,month,Value,Ind_name,units,activity,partner,location,Pcode,state,District,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TOWNSHIP_N,VillageTra,VillageWar,Longitude,Latitude
6/25/2013,6/25/2013,06/2013,2797,Plastic Buckets Distributed,Bucket,NFI Distribution,Muslim Aid,Thae Chaung,MMR012CMP046,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839417,20.1585
6/25/2013,6/25/2013,06/2013,273,Plastic Buckets Distributed,Bucket,NFI Distribution,Muslim Aid,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
4/28/2013,4/28/2013,04/2013,64,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
8/26/2013,8/26/2013,08/2013,826,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Ah Nauk Ywe,MMR012CMP016,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyauk Pyin Seik,92.985095,20.108102
1/6/2013,1/6/2013,01/2013,145,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Shwe Hlaing,MMR012CMP029,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Sin Oe Chaing,Shwe Hlaing Ku Lar,92.9874,20.78332
2/26/2013,2/26/2013,02/2013,1600,Plastic Mats Distributed,Mats,NFI Distribution,Muslim Aid,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
2/26/2013,2/26/2013,02/2013,100,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
2/26/2013,2/26/2013,02/2013,400,Plastic Mats Distributed,Mats,NFI Distribution,Muslim Aid,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
3/13/2013,3/13/2013,03/2013,136,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ah Nauk Pyin,MMR012CMP032,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Ah Nauk Pyin,Ah Nauk Pyin,92.781294,20.399269
3/13/2013,3/13/2013,03/2013,158,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Bomu Ywa,MMR012CMP084,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.365794,20.819958
1/2/2013,1/2/2013,01/2013,102,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Thaung Paing Nyar,MMR012CMP086,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Thu Gyi,Ywar Haung,92.401294,20.824517
2/21/2013,2/21/2013,02/2013,30,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Nyaung Pin Hla,MMR012CMP082,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Urban,0,92.362197,20.824778
2/13/2013,2/13/2013,02/2013,40,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ywa thit Kay,MMR012CMP085,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Ywar Thit Kay Ward,0,92.367853,20.825306
1/17/2013,1/17/2013,01/2013,126,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Du Than Dar,MMR012CMP088,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Than Dar,Myo Thu Gyi (Yar Zar Bi),92.443428,20.714847
9/6/2013,9/6/2013,09/2013,66,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Paik Thay,MMR012CMP001,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Kin Seik,93.271642,20.377523
6/6/2013,6/6/2013,06/2013,458,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Tha Yet Oak,MMR012CMP005,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Minbya,Tha Yet Oke,Tha Yet Oke,93.258574,20.587142
10/6/2013,10/6/2013,10/2013,240,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,San Htoe Tan,MMR012CMP003,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Chaik Taung,San Htoe Tan,93.24967,20.39902
10/6/2013,10/6/2013,10/2013,428,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Tha Dar,MMR012CMP002,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Thar Dar,93.257272,20.392138
6/6/2013,6/6/2013,06/2013,730,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Yai Thei-Muslim,MMR012CMP010,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Yin Thei,Yin Thei,93.21704,20.501758
9/6/2013,9/6/2013,09/2013,490,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Sam Ba Le,MMR012CMP008,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,San Bar Lay,Zi War,93.313628,20.407971
12/12/2013,12/12/2013,12/2013,1966,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
9/18/2013,9/18/2013,09/2013,42,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ba Wan Chaung Wa Su,MMR012CMP015,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Urban,Ba Wan Chaung Wa Su Ward,93.067891,20.173468
8/12/2013,8/12/2013,08/2013,448,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
8/7/2013,8/7/2013,08/2013,1510,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Taung Paw,MMR012CMP014,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Ah Ngu,Pyin Taw Che,93.370038,20.037655
9/17/2013,9/17/2013,09/2013,1880,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Kyein Ni Pyin,MMR012CMP018,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyein Ni Pyin,93.010369,20.090183
8/7/2013,8/7/2013,08/2013,88,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Kan Thar Htwat Wa,MMR012CMP013,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Urban,Kan Thar Htwet Wa Ward,93.373951,20.041981
1/6/2013,1/6/2013,01/2013,460,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
1/6/2013,1/6/2013,01/2013,232,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Goke Pi Htaunt,MMR012CMP027,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Goke Pi Htaunt,Goke Pi Htaunt (Ku Lar),93.01409,20.71326
12/10/2013,12/10/2013,12/2013,28,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ah Lel Kyun,MMR012CMP025,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Lel Kyun,Ah Lel Kyun Ku Lar,93.01435,20.89674
1/6/2013,1/6/2013,01/2013,224,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ah Pauk Wa,MMR012CMP024,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Ah Pauk Wa,92.961841,20.720213
9/6/2013,9/6/2013,09/2013,130,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Paik Thay,MMR012CMP001,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Kin Seik,93.271642,20.377523
12/8/2013,12/8/2013,12/2013,62,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Thi Kyar,MMR012CMP117,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Oke Kar Kyaw,Thi Kyar,93.246863,20.495086
1/6/2013,1/6/2013,01/2013,326,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Nidin,MMR012CMP023,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Wa Kin,Ni Din,92.965981,20.865687
5/28/2013,5/28/2013,05/2013,20,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Raw Ma Ni Sin Oe,MMR012CMP012,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Sin Oe,Raw Ma Ni,93.23952,20.61692
1/6/2013,1/6/2013,01/2013,166,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Let Saung Kauk,MMR012CMP020,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Hpa Yar Paung,Taung Pauk,92.982676,20.805734
1/6/2013,1/6/2013,01/2013,318,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Khaung Htoke,MMR012CMP030,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Khaung Toke,Khaung Toke (Ku Lar),93.006498,20.886998
6/6/2013,6/6/2013,06/2013,600,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Pa Rein,MMR012CMP009,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Pu Rein,Pu Rein,93.245551,20.576577
9/6/2013,9/6/2013,09/2013,290,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Aung Taing,MMR012CMP006,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Minbya,Sa Par Htar,Aung Taing,93.299485,20.480898
6/25/2013,6/25/2013,06/2013,20,Plastic Mats Distributed,Mats,NFI Distribution,Muslim Aid,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
6/25/2013,6/25/2013,06/2013,2797,Plastic Mats Distributed,Mats,NFI Distribution,Muslim Aid,Thae Chaung,MMR012CMP046,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839417,20.1585
6/25/2013,6/25/2013,06/2013,273,Plastic Mats Distributed,Mats,NFI Distribution,Muslim Aid,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
4/28/2013,4/28/2013,04/2013,128,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
8/26/2013,8/26/2013,08/2013,1652,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ah Nauk Ywe,MMR012CMP016,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyauk Pyin Seik,92.985095,20.108102
1/6/2013,1/6/2013,01/2013,290,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Shwe Hlaing,MMR012CMP029,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Sin Oe Chaing,Shwe Hlaing Ku Lar,92.9874,20.78332
11/12/2013,11/12/2013,11/2013,340,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Shwe Hlaing,MMR012CMP029,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Sin Oe Chaing,Shwe Hlaing Ku Lar,92.9874,20.78332
10/27/2013,10/27/2013,10/2013,300,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Yun Nyar,MMR012CMP028,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Yun Nyar,92.96935,20.72759
12/10/2013,12/10/2013,12/2013,250,Hygiene Kits Distributed,Kits,NFI Distribution,UNHCR,Taung Bwe,MMR012CMP021,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ya Da Nar Pon,Ku Lar Taung Bway,93.000815,20.929649
12/31/2012,12/31/2012,12/2012,80,Hygiene Kits Distributed,Kits,NFI Distribution,ABCD,Set Yone Su 3,MMR012CMP093,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.879139,20.155806
12/31/2012,12/31/2012,12/2012,220,Hygiene Kits Distributed,Kits,NFI Distribution,ABCD,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
12/31/2012,12/31/2012,12/2012,50,Hygiene Kits Distributed,Kits,NFI Distribution,ABCD,Nidin,MMR012CMP023,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Wa Kin,Ni Din,92.965981,20.865687
12/31/2012,12/31/2012,12/2012,4390,Hygiene Kits Distributed,Kits,NFI Distribution,Solidarites International,Baw Du Pha 2,MMR012CMP114,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.807552,20.181406
12/31/2012,12/31/2012,12/2012,2939,Hygiene Kits Distributed,Kits,NFI Distribution,Solidarites International,Thae Chaung,MMR012CMP046,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839417,20.1585
12/31/2012,12/31/2012,12/2012,3758,Hygiene Kits Distributed,Kits,NFI Distribution,Solidarites International,Dar Pai,MMR012CMP041,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Dar Paing Ywar Thit,92.827427,20.16846
12/31/2012,12/31/2012,12/2012,722,Hygiene Kits Distributed,Kits,NFI Distribution,CDN,Khaung Doke Khar,MMR012CMP042,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Khaung Doke Kar,92.823167,20.181778
12/31/2012,12/31/2012,12/2012,220,Hygiene Kits Distributed,Kits,NFI Distribution,Solidarites International,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
12/31/2012,12/31/2012,12/2012,20,Hygiene Kits Distributed,Kits,NFI Distribution,CDN,Basare,MMR012CMP039,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,San Pya Ward,0,92.875814,20.128489
9/30/2013,9/30/2013,09/2013,56,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
7/20/2014,7/20/2014,07/2014,151,NFI Core Kits Distributed,Kits,NFI Distribution,LWF,Set Yone Su 3,MMR012CMP093,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.879139,20.155806
8/5/2014,8/5/2014,08/2014,2404,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Thae Chaung (IDP in host families),MMR012CMP101,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839166,20.157311
7/20/2014,7/20/2014,07/2014,70,NFI Core Kits Distributed,Kits,NFI Distribution,LWF,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
11/18/2013,11/18/2013,11/2013,731,NFI Core Kits Distributed,Kits,NFI Distribution,LWF,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
1/31/2014,1/31/2014,01/2014,30,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Ohn Taw Chay,MMR012CMP098,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Ohn Taw Shey,92.774194,20.206778
11/12/2013,11/12/2013,11/2013,103,NFI Core Kits Distributed,Kits,NFI Distribution,LWF,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
11/13/2013,11/13/2013,11/2013,264,NFI Core Kits Distributed,Kits,NFI Distribution,LWF,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
11/12/2013,11/12/2013,11/2013,200,NFI Core Kits Distributed,Kits,NFI Distribution,LWF,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
12/10/2013,12/10/2013,12/2013,395,NFI Core Kits Distributed,Kits,NFI Distribution,LWF,Basare,MMR012CMP039,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,San Pya Ward,0,92.875814,20.128489
6/30/2013,6/30/2013,06/2013,93,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
6/30/2013,6/30/2013,06/2013,228,NFI Core Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Htet Nan Yar,MMR012CMP034,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Chut Pyin,Chut Pyin,92.640022,20.569219
9/30/2013,9/30/2013,09/2013,112,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
6/30/2013,6/30/2013,06/2013,186,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
6/30/2013,6/30/2013,06/2013,228,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Htet Nan Yar,MMR012CMP034,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Chut Pyin,Chut Pyin,92.640022,20.569219
12/12/2012,12/12/2012,12/2012,1900,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Thet Kae Pyin,MMR012CMP048,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Kha War De Ywar Haung,92.831879,20.17994
12/12/2012,12/12/2012,12/2012,2813,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Thae Chaung,MMR012CMP046,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839417,20.1585
12/12/2012,12/12/2012,12/2012,1460,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Say Tha Mar Gyi,MMR012CMP045,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Say Tha Mar Gyi,92.79248,20.202525
12/11/2012,12/11/2012,12/2012,195,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
12/11/2012,12/11/2012,12/2012,53,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Set Yone Su 3,MMR012CMP093,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.879139,20.155806
12/11/2012,12/11/2012,12/2012,85,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
12/12/2012,12/12/2012,12/2012,374,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Htet Nan Yar,MMR012CMP034,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Chut Pyin,Chut Pyin,92.640022,20.569219
12/12/2012,12/12/2012,12/2012,65,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Ohn Taw Gyi (South),MMR012CMP116,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.802296,20.185092
12/12/2012,12/12/2012,12/2012,310,Sanitary Kits Distributed,Kits,NFI Distribution,UNHCR,Khaung Doke Khar,MMR012CMP042,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Khaung Doke Kar,92.823167,20.181778
9/30/2013,9/30/2013,09/2013,112,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
9/30/2013,9/30/2013,09/2013,112,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
6/30/2013,6/30/2013,06/2013,186,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
6/30/2013,6/30/2013,06/2013,443,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Ah Htet Nan Yar,MMR012CMP034,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Chut Pyin,Chut Pyin,92.640022,20.569219
1/15/2014,1/15/2014,01/2014,807,Mosquito Nets Distributed,Unit,NFI Distribution,UNHCR,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
